year,month,trip_count,fare_per_trip,tip,additional_charges,trip_total_per_trip,fare_per_minute,trip_total_per_minute,fare_per_mile,miles_per_hour,minutes,miles
2022,11,199457,17.929265916361572,1.3584590119476292,5.100568202933924,24.388293131243127,1.0334347555887944,1.432693446916619,4.735368433245032,19.945660863163578,19.97197039963501,7.436802921933048
2022,12,215607,17.87742081048014,1.2750291916132843,4.850698551816858,24.00314855391028,1.1511237803898822,1.5694649582970273,5.676803513701598,20.251554556900466,18.354770948995164,6.983720371787558
2023,1,170849,13.93825712022996,0.9287243715718769,4.15536057255155,19.022342064353385,0.9206184232795361,1.2943213571207965,3.5347840359806657,20.82208309649756,16.70193455429453,6.810869828327939
2023,2,216261,16.1328760564166,1.0450040443671729,4.3420536087841795,21.51993370956795,1.0800697752560766,1.4620041710134548,4.588642573561271,19.876529202662407,17.511401115627258,6.728498198473141
2023,3,219606,17.119668105577,1.1516754769439008,4.721979751605056,22.993323334125954,1.0849109176655052,1.4742290808478382,4.510120028106901,20.274595943266995,18.40656038541752,7.132942217425754
2023,4,211509,16.127376903180572,1.197907093522317,4.751493742124362,22.076777738827253,0.9746063238616005,1.3631081511150869,3.7443562226228653,19.750049240800738,18.89834238732158,7.115261328832343
2023,5,225289,17.688244913921057,1.3745344982357595,4.940003999537831,24.002783411694647,0.979034095775687,1.3607624729179404,4.0376565135863345,18.8233531339847,20.59242069815511,7.248575428893554
2023,6,229986,17.99822785472332,1.394545367355035,4.808799300732836,24.201572522811194,0.9726542189628405,1.3448834176454723,4.421148514692429,18.21741583780612,20.95009130990582,7.0932741045107095
2023,7,196710,16.381965950195656,1.2625365420622734,4.787911860290704,22.432414352548633,0.9182033483215118,1.3038688629502035,4.525046186631772,19.24366618063302,19.33330376357752,7.041830267907072
2023,8,246875,18.437645345279186,1.5063686731454962,4.73445027865495,24.678464297079632,1.0153133490563706,1.3832206409764354,4.33840690929408,18.399174448644406,20.628277333333333,7.141810351392405
2023,9,221684,16.836133272254752,1.325932846821268,4.677852286591588,22.839918405667607,0.9474671517906471,1.320949024910995,4.499510820245624,18.74563520662727,19.99044352922779,7.057895922574476
2023,10,239775,17.756951928843115,1.4914974901345723,5.049498572081574,24.29794799105926,0.9523150087947169,1.3431206707813728,4.446221593803943,18.580871150995684,20.833177979355646,7.300076105515587
2023,11,233048,16.03469459647555,1.2683375291054844,4.752905565054516,22.055937690635552,0.9108834629673964,1.3016679774329774,3.8096953967083325,18.73032182550273,19.458907678532604,6.920477830318218
2023,12,261500,16.505161374373987,1.3284120822907766,4.729013093107822,22.562586549772586,0.9416286540690502,1.3258535798735545,4.289901603134231,18.784924723371166,19.673390184831103,7.008402204206501
2024,1,190685,13.796790952260885,0.9322785342074298,4.306159280971592,19.035228767439907,0.8649031012143914,1.2515539118159678,3.2206844630268607,20.96253041990761,16.68688360384928,6.873954215591159
2024,2,240125,15.264086935801448,1.1190538896622646,4.484024187850893,20.867165013314604,0.9260653009733933,1.3062615471266754,3.7881926796764627,19.4601143798304,18.254049418705534,6.84326291514836
2024,3,251406,16.555361419139416,1.2108666807454307,4.545772465922086,22.312000565806933,0.9971799253778464,1.373002399976711,4.131501343275264,19.764935429918847,18.777002007377178,7.140691277057827
2024,4,255682,15.819736878212089,1.1993994300073307,4.601196122168167,21.620332430387588,0.9493575077516025,1.3330797498051619,4.053759834211136,18.833408866387348,18.860415998518995,6.8173295515523185
2024,5,248012,18.0763223509539,1.3664475040107977,4.8682213071361895,24.31099116210089,1.007323435251392,1.379296895287188,4.8681174891821986,18.40318571120658,21.034317559903016,7.22978577931713
2024,6,245789,18.99240291252246,1.5216381512735155,5.000438630446209,25.514479694242187,0.9996332010645924,1.3712162486450576,4.4217288907584775,18.744149273748125,21.649276411881736,7.552061334315205
2024,7,226926,16.20630720035285,1.0643290329694564,4.395285257470504,21.66592149079281,1.0898429314536284,1.4905783361785008,4.651561086231545,21.72842838947672,16.437518030841186,6.982443545913646
